path,class,class_id,fold,snr_db,original_file
data\processed\clean\fold3\background\synth_fold3_road_+3dB_0887.wav,background,0,3,clean,synth_fold3_road_+3dB_0887.wav
data\processed\clean\fold3\background\synth_fold3_road_+3dB_0938.wav,background,0,3,clean,synth_fold3_road_+3dB_0938.wav
data\processed\clean\fold3\background\synth_fold3_road_+3dB_0981.wav,background,0,3,clean,synth_fold3_road_+3dB_0981.wav
data\processed\clean\fold3\background\synth_fold3_road_+5dB_0035.wav,background,0,3,clean,synth_fold3_road_+5dB_0035.wav
data\processed\clean\fold3\background\synth_fold3_road_+5dB_0095.wav,background,0,3,clean,synth_fold3_road_+5dB_0095.wav
data\processed\clean\fold3\background\synth_fold3_road_+5dB_0107.wav,background,0,3,clean,synth_fold3_road_+5dB_0107.wav
data\processed\clean\fold3\background\synth_fold3_road_+5dB_0227.wav,background,0,3,clean,synth_fold3_road_+5dB_0227.wav
data\processed\clean\fold3\background\synth_fold3_road_+5dB_0275.wav,background,0,3,clean,synth_fold3_road_+5dB_0275.wav
data\processed\clean\fold3\background\synth_fold3_road_+5dB_0332.wav,background,0,3,clean,synth_fold3_road_+5dB_0332.wav
data\processed\clean\fold3\background\synth_fold3_road_+5dB_0333.wav,background,0,3,clean,synth_fold3_road_+5dB_0333.wav
data\processed\clean\fold3\background\synth_fold3_road_+5dB_0339.wav,background,0,3,clean,synth_fold3_road_+5dB_0339.wav
data\processed\clean\fold3\background\synth_fold3_road_+5dB_0401.wav,background,0,3,clean,synth_fold3_road_+5dB_0401.wav
data\processed\clean\fold3\background\synth_fold3_road_+5dB_0439.wav,background,0,3,clean,synth_fold3_road_+5dB_0439.wav
data\processed\clean\fold3\background\synth_fold3_road_+5dB_0519.wav,background,0,3,clean,synth_fold3_road_+5dB_0519.wav
data\processed\clean\fold3\background\synth_fold3_road_+5dB_0561.wav,background,0,3,clean,synth_fold3_road_+5dB_0561.wav
data\processed\clean\fold3\background\synth_fold3_road_+5dB_0584.wav,background,0,3,clean,synth_fold3_road_+5dB_0584.wav
data\processed\clean\fold3\background\synth_fold3_road_+5dB_0586.wav,background,0,3,clean,synth_fold3_road_+5dB_0586.wav
data\processed\clean\fold3\background\synth_fold3_road_+5dB_0654.wav,background,0,3,clean,synth_fold3_road_+5dB_0654.wav
data\processed\clean\fold3\background\synth_fold3_road_+5dB_0692.wav,background,0,3,clean,synth_fold3_road_+5dB_0692.wav
data\processed\clean\fold3\background\synth_fold3_road_+5dB_0738.wav,background,0,3,clean,synth_fold3_road_+5dB_0738.wav
data\processed\clean\fold3\background\synth_fold3_road_+5dB_0750.wav,background,0,3,clean,synth_fold3_road_+5dB_0750.wav
data\processed\clean\fold3\background\synth_fold3_road_+5dB_0760.wav,background,0,3,clean,synth_fold3_road_+5dB_0760.wav
data\processed\clean\fold3\background\synth_fold3_road_+5dB_0896.wav,background,0,3,clean,synth_fold3_road_+5dB_0896.wav
data\processed\clean\fold3\background\synth_fold3_road_+5dB_0919.wav,background,0,3,clean,synth_fold3_road_+5dB_0919.wav
data\processed\clean\fold3\background\synth_fold3_road_+5dB_0984.wav,background,0,3,clean,synth_fold3_road_+5dB_0984.wav
data\processed\clean\fold3\background\synth_fold3_road_+5dB_0998.wav,background,0,3,clean,synth_fold3_road_+5dB_0998.wav
data\processed\clean\fold3\background\synth_fold3_road_+8dB_0015.wav,background,0,3,clean,synth_fold3_road_+8dB_0015.wav
data\processed\clean\fold3\background\synth_fold3_road_+8dB_0044.wav,background,0,3,clean,synth_fold3_road_+8dB_0044.wav
data\processed\clean\fold3\background\synth_fold3_road_+8dB_0185.wav,background,0,3,clean,synth_fold3_road_+8dB_0185.wav
data\processed\clean\fold3\background\synth_fold3_road_+8dB_0201.wav,background,0,3,clean,synth_fold3_road_+8dB_0201.wav
data\processed\clean\fold3\background\synth_fold3_road_+8dB_0213.wav,background,0,3,clean,synth_fold3_road_+8dB_0213.wav
data\processed\clean\fold3\background\synth_fold3_road_+8dB_0282.wav,background,0,3,clean,synth_fold3_road_+8dB_0282.wav
data\processed\clean\fold3\background\synth_fold3_road_+8dB_0309.wav,background,0,3,clean,synth_fold3_road_+8dB_0309.wav
data\processed\clean\fold3\background\synth_fold3_road_+8dB_0346.wav,background,0,3,clean,synth_fold3_road_+8dB_0346.wav
data\processed\clean\fold3\background\synth_fold3_road_+8dB_0351.wav,background,0,3,clean,synth_fold3_road_+8dB_0351.wav
data\processed\clean\fold3\background\synth_fold3_road_+8dB_0370.wav,background,0,3,clean,synth_fold3_road_+8dB_0370.wav
data\processed\clean\fold3\background\synth_fold3_road_+8dB_0388.wav,background,0,3,clean,synth_fold3_road_+8dB_0388.wav
data\processed\clean\fold3\background\synth_fold3_road_+8dB_0397.wav,background,0,3,clean,synth_fold3_road_+8dB_0397.wav
data\processed\clean\fold3\background\synth_fold3_road_+8dB_0407.wav,background,0,3,clean,synth_fold3_road_+8dB_0407.wav
data\processed\clean\fold3\background\synth_fold3_road_+8dB_0421.wav,background,0,3,clean,synth_fold3_road_+8dB_0421.wav
data\processed\clean\fold3\background\synth_fold3_road_+8dB_0435.wav,background,0,3,clean,synth_fold3_road_+8dB_0435.wav
data\processed\clean\fold3\background\synth_fold3_road_+8dB_0446.wav,background,0,3,clean,synth_fold3_road_+8dB_0446.wav
data\processed\clean\fold3\background\synth_fold3_road_+8dB_0454.wav,background,0,3,clean,synth_fold3_road_+8dB_0454.wav
data\processed\clean\fold3\background\synth_fold3_road_+8dB_0458.wav,background,0,3,clean,synth_fold3_road_+8dB_0458.wav
data\processed\clean\fold3\background\synth_fold3_road_+8dB_0460.wav,background,0,3,clean,synth_fold3_road_+8dB_0460.wav
data\processed\clean\fold3\background\synth_fold3_road_+8dB_0466.wav,background,0,3,clean,synth_fold3_road_+8dB_0466.wav
data\processed\clean\fold3\background\synth_fold3_road_+8dB_0492.wav,background,0,3,clean,synth_fold3_road_+8dB_0492.wav
data\processed\clean\fold3\background\synth_fold3_road_+8dB_0509.wav,background,0,3,clean,synth_fold3_road_+8dB_0509.wav
data\processed\clean\fold3\background\synth_fold3_road_+8dB_0539.wav,background,0,3,clean,synth_fold3_road_+8dB_0539.wav
data\processed\clean\fold3\background\synth_fold3_road_+8dB_0623.wav,background,0,3,clean,synth_fold3_road_+8dB_0623.wav
data\processed\clean\fold3\background\synth_fold3_road_+8dB_0641.wav,background,0,3,clean,synth_fold3_road_+8dB_0641.wav
data\processed\clean\fold3\background\synth_fold3_road_+8dB_0651.wav,background,0,3,clean,synth_fold3_road_+8dB_0651.wav
data\processed\clean\fold3\background\synth_fold3_road_+8dB_0712.wav,background,0,3,clean,synth_fold3_road_+8dB_0712.wav
data\processed\clean\fold3\background\synth_fold3_road_+8dB_0761.wav,background,0,3,clean,synth_fold3_road_+8dB_0761.wav
data\processed\clean\fold3\background\synth_fold3_road_+8dB_0820.wav,background,0,3,clean,synth_fold3_road_+8dB_0820.wav
data\processed\clean\fold3\background\synth_fold3_road_+8dB_0853.wav,background,0,3,clean,synth_fold3_road_+8dB_0853.wav
data\processed\clean\fold3\background\synth_fold3_road_+8dB_0921.wav,background,0,3,clean,synth_fold3_road_+8dB_0921.wav
data\processed\clean\fold3\background\synth_fold3_road_+8dB_0972.wav,background,0,3,clean,synth_fold3_road_+8dB_0972.wav
data\processed\clean\fold3\background\synth_fold3_road_-3dB_0270.wav,background,0,3,clean,synth_fold3_road_-3dB_0270.wav
data\processed\clean\fold3\background\synth_fold3_road_-3dB_0322.wav,background,0,3,clean,synth_fold3_road_-3dB_0322.wav
data\processed\clean\fold3\background\synth_fold3_road_-3dB_0344.wav,background,0,3,clean,synth_fold3_road_-3dB_0344.wav
data\processed\clean\fold3\background\synth_fold3_road_-3dB_0374.wav,background,0,3,clean,synth_fold3_road_-3dB_0374.wav
data\processed\clean\fold3\background\synth_fold3_road_-3dB_0529.wav,background,0,3,clean,synth_fold3_road_-3dB_0529.wav
data\processed\clean\fold3\background\synth_fold3_road_-3dB_0552.wav,background,0,3,clean,synth_fold3_road_-3dB_0552.wav
data\processed\clean\fold3\background\synth_fold3_road_-3dB_0570.wav,background,0,3,clean,synth_fold3_road_-3dB_0570.wav
data\processed\clean\fold3\background\synth_fold3_road_-3dB_0571.wav,background,0,3,clean,synth_fold3_road_-3dB_0571.wav
data\processed\clean\fold3\background\synth_fold3_road_-3dB_0686.wav,background,0,3,clean,synth_fold3_road_-3dB_0686.wav
data\processed\clean\fold3\background\synth_fold3_road_-3dB_0698.wav,background,0,3,clean,synth_fold3_road_-3dB_0698.wav
data\processed\clean\fold3\background\synth_fold3_road_-3dB_0709.wav,background,0,3,clean,synth_fold3_road_-3dB_0709.wav
data\processed\clean\fold3\background\synth_fold3_road_-3dB_0716.wav,background,0,3,clean,synth_fold3_road_-3dB_0716.wav
data\processed\clean\fold3\background\synth_fold3_road_-3dB_0824.wav,background,0,3,clean,synth_fold3_road_-3dB_0824.wav
data\processed\clean\fold3\background\synth_fold3_road_-3dB_0843.wav,background,0,3,clean,synth_fold3_road_-3dB_0843.wav
data\processed\clean\fold3\background\synth_fold3_road_-3dB_0848.wav,background,0,3,clean,synth_fold3_road_-3dB_0848.wav
data\processed\clean\fold3\background\synth_fold3_road_-3dB_0937.wav,background,0,3,clean,synth_fold3_road_-3dB_0937.wav
data\processed\clean\fold3\background\synth_fold3_road_-3dB_0939.wav,background,0,3,clean,synth_fold3_road_-3dB_0939.wav
data\processed\clean\fold3\background\synth_fold3_road_-3dB_0971.wav,background,0,3,clean,synth_fold3_road_-3dB_0971.wav
data\processed\clean\fold3\background\synth_fold3_road_-5dB_0003.wav,background,0,3,clean,synth_fold3_road_-5dB_0003.wav
data\processed\clean\fold3\background\synth_fold3_road_-5dB_0097.wav,background,0,3,clean,synth_fold3_road_-5dB_0097.wav
data\processed\clean\fold3\background\synth_fold3_road_-5dB_0108.wav,background,0,3,clean,synth_fold3_road_-5dB_0108.wav
data\processed\clean\fold3\background\synth_fold3_road_-5dB_0124.wav,background,0,3,clean,synth_fold3_road_-5dB_0124.wav
data\processed\clean\fold3\background\synth_fold3_road_-5dB_0139.wav,background,0,3,clean,synth_fold3_road_-5dB_0139.wav
data\processed\clean\fold3\background\synth_fold3_road_-5dB_0189.wav,background,0,3,clean,synth_fold3_road_-5dB_0189.wav
data\processed\clean\fold3\background\synth_fold3_road_-5dB_0210.wav,background,0,3,clean,synth_fold3_road_-5dB_0210.wav
data\processed\clean\fold3\background\synth_fold3_road_-5dB_0250.wav,background,0,3,clean,synth_fold3_road_-5dB_0250.wav
data\processed\clean\fold3\background\synth_fold3_road_-5dB_0324.wav,background,0,3,clean,synth_fold3_road_-5dB_0324.wav
data\processed\clean\fold3\background\synth_fold3_road_-5dB_0395.wav,background,0,3,clean,synth_fold3_road_-5dB_0395.wav
data\processed\clean\fold3\background\synth_fold3_road_-5dB_0423.wav,background,0,3,clean,synth_fold3_road_-5dB_0423.wav
data\processed\clean\fold3\background\synth_fold3_road_-5dB_0508.wav,background,0,3,clean,synth_fold3_road_-5dB_0508.wav
data\processed\clean\fold3\background\synth_fold3_road_-5dB_0638.wav,background,0,3,clean,synth_fold3_road_-5dB_0638.wav
data\processed\clean\fold3\background\synth_fold3_road_-5dB_0679.wav,background,0,3,clean,synth_fold3_road_-5dB_0679.wav
data\processed\clean\fold3\background\synth_fold3_road_-5dB_0713.wav,background,0,3,clean,synth_fold3_road_-5dB_0713.wav
data\processed\clean\fold3\background\synth_fold3_road_-5dB_0786.wav,background,0,3,clean,synth_fold3_road_-5dB_0786.wav
data\processed\clean\fold3\background\synth_fold3_road_-5dB_0827.wav,background,0,3,clean,synth_fold3_road_-5dB_0827.wav
data\processed\clean\fold3\background\synth_fold3_road_-5dB_0891.wav,background,0,3,clean,synth_fold3_road_-5dB_0891.wav
data\processed\clean\fold3\background\synth_fold3_road_-5dB_0918.wav,background,0,3,clean,synth_fold3_road_-5dB_0918.wav
data\processed\clean\fold3\background\synth_fold3_road_-5dB_0992.wav,background,0,3,clean,synth_fold3_road_-5dB_0992.wav
data\processed\clean\fold3\car_horn\118070-1-0-0.wav,car_horn,1,3,clean,118070-1-0-0.wav
data\processed\clean\fold3\car_horn\118496-1-0-0.wav,car_horn,1,3,clean,118496-1-0-0.wav
data\processed\clean\fold3\car_horn\118496-1-1-0.wav,car_horn,1,3,clean,118496-1-1-0.wav
data\processed\clean\fold3\car_horn\151359-1-0-0.wav,car_horn,1,3,clean,151359-1-0-0.wav
data\processed\clean\fold3\car_horn\151359-1-1-0.wav,car_horn,1,3,clean,151359-1-1-0.wav
data\processed\clean\fold3\car_horn\151359-1-2-0.wav,car_horn,1,3,clean,151359-1-2-0.wav
data\processed\clean\fold3\car_horn\151359-1-3-0.wav,car_horn,1,3,clean,151359-1-3-0.wav
data\processed\clean\fold3\car_horn\174840-1-0-0.wav,car_horn,1,3,clean,174840-1-0-0.wav
data\processed\clean\fold3\car_horn\175847-1-0-0.wav,car_horn,1,3,clean,175847-1-0-0.wav
data\processed\clean\fold3\car_horn\175854-1-0-0.wav,car_horn,1,3,clean,175854-1-0-0.wav
data\processed\clean\fold3\car_horn\176631-1-0-0.wav,car_horn,1,3,clean,176631-1-0-0.wav
data\processed\clean\fold3\car_horn\179863-1-0-0.wav,car_horn,1,3,clean,179863-1-0-0.wav
data\processed\clean\fold3\car_horn\179865-1-0-0.wav,car_horn,1,3,clean,179865-1-0-0.wav
data\processed\clean\fold3\car_horn\18594-1-0-0.wav,car_horn,1,3,clean,18594-1-0-0.wav
data\processed\clean\fold3\car_horn\18594-1-1-0.wav,car_horn,1,3,clean,18594-1-1-0.wav
data\processed\clean\fold3\car_horn\18594-1-2-0.wav,car_horn,1,3,clean,18594-1-2-0.wav
data\processed\clean\fold3\car_horn\18594-1-3-0.wav,car_horn,1,3,clean,18594-1-3-0.wav
data\processed\clean\fold3\car_horn\18594-1-4-0.wav,car_horn,1,3,clean,18594-1-4-0.wav
data\processed\clean\fold3\car_horn\18594-1-5-0.wav,car_horn,1,3,clean,18594-1-5-0.wav
data\processed\clean\fold3\car_horn\18594-1-6-0.wav,car_horn,1,3,clean,18594-1-6-0.wav
data\processed\clean\fold3\car_horn\199769-1-0-0.wav,car_horn,1,3,clean,199769-1-0-0.wav
data\processed\clean\fold3\car_horn\199769-1-0-1.wav,car_horn,1,3,clean,199769-1-0-1.wav
data\processed\clean\fold3\car_horn\199769-1-0-10.wav,car_horn,1,3,clean,199769-1-0-10.wav
data\processed\clean\fold3\car_horn\199769-1-0-11.wav,car_horn,1,3,clean,199769-1-0-11.wav
data\processed\clean\fold3\car_horn\199769-1-0-12.wav,car_horn,1,3,clean,199769-1-0-12.wav
data\processed\clean\fold3\car_horn\199769-1-0-13.wav,car_horn,1,3,clean,199769-1-0-13.wav
data\processed\clean\fold3\car_horn\199769-1-0-14.wav,car_horn,1,3,clean,199769-1-0-14.wav
data\processed\clean\fold3\car_horn\199769-1-0-15.wav,car_horn,1,3,clean,199769-1-0-15.wav
data\processed\clean\fold3\car_horn\199769-1-0-16.wav,car_horn,1,3,clean,199769-1-0-16.wav
data\processed\clean\fold3\car_horn\199769-1-0-17.wav,car_horn,1,3,clean,199769-1-0-17.wav
data\processed\clean\fold3\car_horn\199769-1-0-18.wav,car_horn,1,3,clean,199769-1-0-18.wav
data\processed\clean\fold3\car_horn\199769-1-0-2.wav,car_horn,1,3,clean,199769-1-0-2.wav
data\processed\clean\fold3\car_horn\199769-1-0-3.wav,car_horn,1,3,clean,199769-1-0-3.wav
data\processed\clean\fold3\car_horn\199769-1-0-4.wav,car_horn,1,3,clean,199769-1-0-4.wav
data\processed\clean\fold3\car_horn\199769-1-0-5.wav,car_horn,1,3,clean,199769-1-0-5.wav
data\processed\clean\fold3\car_horn\199769-1-0-6.wav,car_horn,1,3,clean,199769-1-0-6.wav
data\processed\clean\fold3\car_horn\199769-1-0-7.wav,car_horn,1,3,clean,199769-1-0-7.wav
data\processed\clean\fold3\car_horn\199769-1-0-8.wav,car_horn,1,3,clean,199769-1-0-8.wav
data\processed\clean\fold3\car_horn\199769-1-0-9.wav,car_horn,1,3,clean,199769-1-0-9.wav
data\processed\clean\fold3\car_horn\32417-1-0-0.wav,car_horn,1,3,clean,32417-1-0-0.wav
data\processed\clean\fold3\car_horn\9674-1-0-0.wav,car_horn,1,3,clean,9674-1-0-0.wav
data\processed\clean\fold3\car_horn\9674-1-0-1.wav,car_horn,1,3,clean,9674-1-0-1.wav
data\processed\clean\fold3\car_horn\9674-1-0-2.wav,car_horn,1,3,clean,9674-1-0-2.wav
data\processed\clean\fold3\car_horn\aug_118070-1-0-0_ps_p3_043.wav,car_horn,1,3,clean,aug_118070-1-0-0_ps_p3_043.wav
data\processed\clean\fold3\car_horn\aug_118070-1-0-0_ts085_000.wav,car_horn,1,3,clean,aug_118070-1-0-0_ts085_000.wav
data\processed\clean\fold3\car_horn\aug_118496-1-0-0_gain_m4_044.wav,car_horn,1,3,clean,aug_118496-1-0-0_gain_m4_044.wav
data\processed\clean\fold3\car_horn\aug_118496-1-0-0_ts090_001.wav,car_horn,1,3,clean,aug_118496-1-0-0_ts090_001.wav
data\processed\clean\fold3\car_horn\aug_118496-1-1-0_gain_p4_045.wav,car_horn,1,3,clean,aug_118496-1-1-0_gain_p4_045.wav
data\processed\clean\fold3\car_horn\aug_118496-1-1-0_ts110_002.wav,car_horn,1,3,clean,aug_118496-1-1-0_ts110_002.wav
data\processed\clean\fold3\car_horn\aug_151359-1-0-0_combo1_046.wav,car_horn,1,3,clean,aug_151359-1-0-0_combo1_046.wav
data\processed\clean\fold3\car_horn\aug_151359-1-0-0_ts115_003.wav,car_horn,1,3,clean,aug_151359-1-0-0_ts115_003.wav
data\processed\clean\fold3\car_horn\aug_151359-1-1-0_combo2_047.wav,car_horn,1,3,clean,aug_151359-1-1-0_combo2_047.wav
data\processed\clean\fold3\car_horn\aug_151359-1-1-0_ps_m3_004.wav,car_horn,1,3,clean,aug_151359-1-1-0_ps_m3_004.wav
data\processed\clean\fold3\car_horn\aug_151359-1-2-0_ps_m2_005.wav,car_horn,1,3,clean,aug_151359-1-2-0_ps_m2_005.wav
data\processed\clean\fold3\car_horn\aug_151359-1-2-0_ts085_048.wav,car_horn,1,3,clean,aug_151359-1-2-0_ts085_048.wav
data\processed\clean\fold3\car_horn\aug_151359-1-3-0_ps_p2_006.wav,car_horn,1,3,clean,aug_151359-1-3-0_ps_p2_006.wav
data\processed\clean\fold3\car_horn\aug_151359-1-3-0_ts090_049.wav,car_horn,1,3,clean,aug_151359-1-3-0_ts090_049.wav
data\processed\clean\fold3\car_horn\aug_174840-1-0-0_ps_p3_007.wav,car_horn,1,3,clean,aug_174840-1-0-0_ps_p3_007.wav
data\processed\clean\fold3\car_horn\aug_174840-1-0-0_ts110_050.wav,car_horn,1,3,clean,aug_174840-1-0-0_ts110_050.wav
data\processed\clean\fold3\car_horn\aug_175847-1-0-0_gain_m4_008.wav,car_horn,1,3,clean,aug_175847-1-0-0_gain_m4_008.wav
data\processed\clean\fold3\car_horn\aug_175847-1-0-0_ts115_051.wav,car_horn,1,3,clean,aug_175847-1-0-0_ts115_051.wav
data\processed\clean\fold3\car_horn\aug_175854-1-0-0_gain_p4_009.wav,car_horn,1,3,clean,aug_175854-1-0-0_gain_p4_009.wav
data\processed\clean\fold3\car_horn\aug_175854-1-0-0_ps_m3_052.wav,car_horn,1,3,clean,aug_175854-1-0-0_ps_m3_052.wav
data\processed\clean\fold3\car_horn\aug_176631-1-0-0_combo1_010.wav,car_horn,1,3,clean,aug_176631-1-0-0_combo1_010.wav
data\processed\clean\fold3\car_horn\aug_176631-1-0-0_ps_m2_053.wav,car_horn,1,3,clean,aug_176631-1-0-0_ps_m2_053.wav
data\processed\clean\fold3\car_horn\aug_179863-1-0-0_combo2_011.wav,car_horn,1,3,clean,aug_179863-1-0-0_combo2_011.wav
data\processed\clean\fold3\car_horn\aug_179863-1-0-0_ps_p2_054.wav,car_horn,1,3,clean,aug_179863-1-0-0_ps_p2_054.wav
data\processed\clean\fold3\car_horn\aug_179865-1-0-0_ps_p3_055.wav,car_horn,1,3,clean,aug_179865-1-0-0_ps_p3_055.wav
data\processed\clean\fold3\car_horn\aug_179865-1-0-0_ts085_012.wav,car_horn,1,3,clean,aug_179865-1-0-0_ts085_012.wav
data\processed\clean\fold3\car_horn\aug_18594-1-0-0_gain_m4_056.wav,car_horn,1,3,clean,aug_18594-1-0-0_gain_m4_056.wav
data\processed\clean\fold3\car_horn\aug_18594-1-0-0_ts090_013.wav,car_horn,1,3,clean,aug_18594-1-0-0_ts090_013.wav
data\processed\clean\fold3\car_horn\aug_18594-1-1-0_gain_p4_057.wav,car_horn,1,3,clean,aug_18594-1-1-0_gain_p4_057.wav
data\processed\clean\fold3\car_horn\aug_18594-1-1-0_ts110_014.wav,car_horn,1,3,clean,aug_18594-1-1-0_ts110_014.wav
data\processed\clean\fold3\car_horn\aug_18594-1-2-0_combo1_058.wav,car_horn,1,3,clean,aug_18594-1-2-0_combo1_058.wav
data\processed\clean\fold3\car_horn\aug_18594-1-2-0_ts115_015.wav,car_horn,1,3,clean,aug_18594-1-2-0_ts115_015.wav
data\processed\clean\fold3\car_horn\aug_18594-1-3-0_combo2_059.wav,car_horn,1,3,clean,aug_18594-1-3-0_combo2_059.wav
data\processed\clean\fold3\car_horn\aug_18594-1-3-0_ps_m3_016.wav,car_horn,1,3,clean,aug_18594-1-3-0_ps_m3_016.wav
data\processed\clean\fold3\car_horn\aug_18594-1-4-0_ps_m2_017.wav,car_horn,1,3,clean,aug_18594-1-4-0_ps_m2_017.wav
data\processed\clean\fold3\car_horn\aug_18594-1-4-0_ts085_060.wav,car_horn,1,3,clean,aug_18594-1-4-0_ts085_060.wav
data\processed\clean\fold3\car_horn\aug_18594-1-5-0_ps_p2_018.wav,car_horn,1,3,clean,aug_18594-1-5-0_ps_p2_018.wav
data\processed\clean\fold3\car_horn\aug_18594-1-5-0_ts090_061.wav,car_horn,1,3,clean,aug_18594-1-5-0_ts090_061.wav
data\processed\clean\fold3\car_horn\aug_18594-1-6-0_ps_p3_019.wav,car_horn,1,3,clean,aug_18594-1-6-0_ps_p3_019.wav
data\processed\clean\fold3\car_horn\aug_18594-1-6-0_ts110_062.wav,car_horn,1,3,clean,aug_18594-1-6-0_ts110_062.wav
data\processed\clean\fold3\car_horn\aug_199769-1-0-0_gain_m4_020.wav,car_horn,1,3,clean,aug_199769-1-0-0_gain_m4_020.wav
data\processed\clean\fold3\car_horn\aug_199769-1-0-0_ts115_063.wav,car_horn,1,3,clean,aug_199769-1-0-0_ts115_063.wav
data\processed\clean\fold3\car_horn\aug_199769-1-0-10_combo1_022.wav,car_horn,1,3,clean,aug_199769-1-0-10_combo1_022.wav
data\processed\clean\fold3\car_horn\aug_199769-1-0-10_ps_m2_065.wav,car_horn,1,3,clean,aug_199769-1-0-10_ps_m2_065.wav
data\processed\clean\fold3\car_horn\aug_199769-1-0-11_combo2_023.wav,car_horn,1,3,clean,aug_199769-1-0-11_combo2_023.wav
data\processed\clean\fold3\car_horn\aug_199769-1-0-11_ps_p2_066.wav,car_horn,1,3,clean,aug_199769-1-0-11_ps_p2_066.wav
data\processed\clean\fold3\car_horn\aug_199769-1-0-12_ps_p3_067.wav,car_horn,1,3,clean,aug_199769-1-0-12_ps_p3_067.wav
data\processed\clean\fold3\car_horn\aug_199769-1-0-12_ts085_024.wav,car_horn,1,3,clean,aug_199769-1-0-12_ts085_024.wav
data\processed\clean\fold3\car_horn\aug_199769-1-0-13_gain_m4_068.wav,car_horn,1,3,clean,aug_199769-1-0-13_gain_m4_068.wav
data\processed\clean\fold3\car_horn\aug_199769-1-0-13_ts090_025.wav,car_horn,1,3,clean,aug_199769-1-0-13_ts090_025.wav
data\processed\clean\fold3\car_horn\aug_199769-1-0-14_gain_p4_069.wav,car_horn,1,3,clean,aug_199769-1-0-14_gain_p4_069.wav
data\processed\clean\fold3\car_horn\aug_199769-1-0-14_ts110_026.wav,car_horn,1,3,clean,aug_199769-1-0-14_ts110_026.wav
data\processed\clean\fold3\car_horn\aug_199769-1-0-15_combo1_070.wav,car_horn,1,3,clean,aug_199769-1-0-15_combo1_070.wav
data\processed\clean\fold3\car_horn\aug_199769-1-0-15_ts115_027.wav,car_horn,1,3,clean,aug_199769-1-0-15_ts115_027.wav
data\processed\clean\fold3\car_horn\aug_199769-1-0-16_combo2_071.wav,car_horn,1,3,clean,aug_199769-1-0-16_combo2_071.wav
data\processed\clean\fold3\car_horn\aug_199769-1-0-16_ps_m3_028.wav,car_horn,1,3,clean,aug_199769-1-0-16_ps_m3_028.wav
data\processed\clean\fold3\car_horn\aug_199769-1-0-17_ps_m2_029.wav,car_horn,1,3,clean,aug_199769-1-0-17_ps_m2_029.wav
data\processed\clean\fold3\car_horn\aug_199769-1-0-17_ts085_072.wav,car_horn,1,3,clean,aug_199769-1-0-17_ts085_072.wav
data\processed\clean\fold3\car_horn\aug_199769-1-0-18_ps_p2_030.wav,car_horn,1,3,clean,aug_199769-1-0-18_ps_p2_030.wav
data\processed\clean\fold3\car_horn\aug_199769-1-0-18_ts090_073.wav,car_horn,1,3,clean,aug_199769-1-0-18_ts090_073.wav
data\processed\clean\fold3\car_horn\aug_199769-1-0-1_gain_p4_021.wav,car_horn,1,3,clean,aug_199769-1-0-1_gain_p4_021.wav
data\processed\clean\fold3\car_horn\aug_199769-1-0-1_ps_m3_064.wav,car_horn,1,3,clean,aug_199769-1-0-1_ps_m3_064.wav
data\processed\clean\fold3\car_horn\aug_199769-1-0-2_ps_p3_031.wav,car_horn,1,3,clean,aug_199769-1-0-2_ps_p3_031.wav
data\processed\clean\fold3\car_horn\aug_199769-1-0-2_ts110_074.wav,car_horn,1,3,clean,aug_199769-1-0-2_ts110_074.wav
data\processed\clean\fold3\car_horn\aug_199769-1-0-3_gain_m4_032.wav,car_horn,1,3,clean,aug_199769-1-0-3_gain_m4_032.wav
data\processed\clean\fold3\car_horn\aug_199769-1-0-3_ts115_075.wav,car_horn,1,3,clean,aug_199769-1-0-3_ts115_075.wav
data\processed\clean\fold3\car_horn\aug_199769-1-0-4_gain_p4_033.wav,car_horn,1,3,clean,aug_199769-1-0-4_gain_p4_033.wav
data\processed\clean\fold3\car_horn\aug_199769-1-0-5_combo1_034.wav,car_horn,1,3,clean,aug_199769-1-0-5_combo1_034.wav
data\processed\clean\fold3\car_horn\aug_199769-1-0-6_combo2_035.wav,car_horn,1,3,clean,aug_199769-1-0-6_combo2_035.wav
data\processed\clean\fold3\car_horn\aug_199769-1-0-7_ts085_036.wav,car_horn,1,3,clean,aug_199769-1-0-7_ts085_036.wav
data\processed\clean\fold3\car_horn\aug_199769-1-0-8_ts090_037.wav,car_horn,1,3,clean,aug_199769-1-0-8_ts090_037.wav
data\processed\clean\fold3\car_horn\aug_199769-1-0-9_ts110_038.wav,car_horn,1,3,clean,aug_199769-1-0-9_ts110_038.wav
data\processed\clean\fold3\car_horn\aug_32417-1-0-0_ts115_039.wav,car_horn,1,3,clean,aug_32417-1-0-0_ts115_039.wav
data\processed\clean\fold3\car_horn\aug_9674-1-0-0_ps_m3_040.wav,car_horn,1,3,clean,aug_9674-1-0-0_ps_m3_040.wav
data\processed\clean\fold3\car_horn\aug_9674-1-0-1_ps_m2_041.wav,car_horn,1,3,clean,aug_9674-1-0-1_ps_m2_041.wav
data\processed\clean\fold3\car_horn\aug_9674-1-0-2_ps_p2_042.wav,car_horn,1,3,clean,aug_9674-1-0-2_ps_p2_042.wav
data\processed\clean\fold3\siren\121528-8-1-0.wav,siren,2,3,clean,121528-8-1-0.wav
data\processed\clean\fold3\siren\121528-8-1-1.wav,siren,2,3,clean,121528-8-1-1.wav
